,CB Link ID,Borough,Latitude,Longitude,Project Status,Active_date,Install_date,neighborhood,Census Tract (CT),IxN Corner,Location,year
1484,LINK-018087,Brooklyn,40.645262,-73.958144,Live,2017-09-15,2017-03-06,Flatbush,3051001.0,NW,"(40.6452617, -73.95814408)",2017
1485,LINK-000031,Brooklyn,40.674556,-73.981936,Live,2017-04-03,2017-02-24,Park Slope-Gowanus,3013300.0,SW,"(40.67455551, -73.98193577)",2017
1486,LINK-006042,Manhattan,40.834078,-73.940919,Live,2016-07-21,2016-07-15,Washington Heights South,1024500.0,NE,"(40.834078, -73.940919)",2016
1487,LINK-012502,Manhattan,40.790786,-73.968915,Live,2018-05-21,2018-02-08,Upper West Side,1017700.0,SE,"(40.79078578, -73.96891544)",2018
1488,LINK-000832,Manhattan,40.76606,-73.963554,Live,2017-10-16,2017-07-29,Upper East Side-Carnegie Hill,1012000.0,NW,"(40.76606, -73.963554)",2017
1489,LINK-000130,Manhattan,40.746624,-73.988399,Live,2016-07-18,2016-04-16,Midtown-Midtown South,1007600.0,SE,"(40.746624, -73.988399)",2016
1490,LINK-013724,Manhattan,40.749605,-73.975534,Live,2016-12-05,2016-11-13,Murray Hill-Kips Bay,1008000.0,NW,"(40.74960493, -73.9755338)",2016
1491,LINK-000466,Manhattan,40.744584,-73.99916,Live,2016-04-07,2016-03-16,Hudson Yards-Chelsea-Flatiron-Union Square,1008900.0,NW,"(40.74458405, -73.99915958)",2016
1492,LINK-000198,Manhattan,40.738074,-73.998319,Live,2016-11-11,2016-10-16,Hudson Yards-Chelsea-Flatiron-Union Square,1008100.0,NE,"(40.73807416, -73.99831928)",2016
1493,LINK-011980,Manhattan,40.829662,-73.948422,Live,2016-12-16,2016-11-14,Hamilton Heights,1023300.0,SW,"(40.82966242, -73.94842204)",2016
1494,LINK-021925,Brooklyn,40.685131,-73.866777,Live,2017-12-20,2017-09-29,Cypress Hills-City Line,3118400.0,SW,"(40.68513094, -73.86677733)",2017
1495,LINK-001362,Queens,40.754507,-73.893639,Live,2018-06-20,2018-04-28,Jackson Heights,4028900.0,SE,"(40.754507, -73.893639)",2018
1496,LINK-003875,Manhattan,40.797826,-73.967748,Live,2016-10-10,2016-08-01,Upper West Side,1018700.0,SW,"(40.79782619, -73.96774773)",2016
1497,LINK-000905,Manhattan,40.794911,-73.942397,Live,2016-07-20,2016-07-02,East Harlem South,1017200.0,NW,"(40.79491138, -73.94239654)",2016
1498,LINK-014602,Queens,40.76593,-73.919882,Live,2017-06-26,2017-05-12,Astoria,4006300.0,SE,"(40.76592997, -73.91988166)",2017
1499,LINK-018040,Queens,40.726495,-73.853138,Live,2017-08-16,2017-05-20,Forest Hills,4071306.0,SW,"(40.726495, -73.853138)",2017
1500,LINK-000235,Manhattan,40.758275,-73.96913,Live,2016-06-24,2016-02-28,Turtle Bay-East Midtown,1010000.0,SW,"(40.75827505, -73.96912972)",2016
1502,LINK-001773,Bronx,40.867627,-73.89873,Live,2016-07-15,2016-06-09,Kingsbridge Heights,2026500.0,SW,"(40.867627, -73.89873)",2016
1503,LINK-012224,Manhattan,40.750237,-73.977306,Live,2017-10-06,2017-04-08,Murray Hill-Kips Bay,1008000.0,SW,"(40.750237, -73.977306)",2017
1504,LINK-020933,Queens,40.756521,-73.925215,Live,2017-10-09,2017-08-31,Astoria,4005700.0,SE,"(40.75652086, -73.92521461)",2017
1505,LINK-000306,Manhattan,40.748819,-73.976026,Live,2016-04-25,2016-03-24,Murray Hill-Kips Bay,1008000.0,SW,"(40.7488188, -73.97602629)",2016
1506,LINK-011092,Queens,40.746711,-73.892145,Live,2018-06-18,2017-07-08,Elmhurst-Maspeth,4026500.0,SE,"(40.74671112, -73.89214477)",2017
1507,LINK-021689,Brooklyn,40.67854,-73.96373,Live,2018-01-05,2017-08-31,Prospect Heights,3020300.0,NE,"(40.67854, -73.96373)",2017
1508,LINK-003227,Manhattan,40.730537,-73.986389,Live,2016-09-13,2016-07-10,East Village,1004000.0,NW,"(40.73053706, -73.98638945)",2016
1509,LINK-019776,Queens,40.748104,-73.939952,Live,2017-10-18,2017-09-16,Hunters Point-Sunnyside-West Maspeth,4001900.0,MIDBLOCK,"(40.7481039, -73.93995198)",2017
1510,LINK-021403,Queens,40.700635,-73.827097,Live,2017-09-25,2017-08-19,Richmond Hill,4014201.0,SE,"(40.70063483, -73.82709687)",2017
1511,LINK-001697,Manhattan,40.825319,-73.951488,Live,2017-08-18,2017-06-17,Hamilton Heights,1022900.0,NW,"(40.82531855, -73.95148795)",2017
1512,LINK-012117,Brooklyn,40.713913,-73.944206,Live,2017-04-28,2017-04-08,East Williamsburg,3049700.0,NE,"(40.713913, -73.944206)",2017
1513,LINK-002074,Manhattan,40.833911,-73.944772,Live,2017-07-06,2017-06-10,Washington Heights South,1024100.0,SE,"(40.83391054, -73.94477152)",2017
1514,LINK-012227,Manhattan,40.766861,-73.983442,Live,2017-07-13,2017-04-01,Clinton,1013900.0,SW,"(40.76686129, -73.98344153)",2017
1515,LINK-018203,Queens,40.744921,-73.947663,Live,2017-03-29,2017-03-11,Hunters Point-Sunnyside-West Maspeth,4001900.0,SW,"(40.74492115, -73.94766296)",2017
1516,LINK-014316,Manhattan,40.734036,-73.991208,Live,2016-11-10,2016-10-15,West Village,1006100.0,SW,"(40.734036, -73.991208)",2016
1517,LINK-020599,Bronx,40.822338,-73.909427,Live,2018-04-19,2018-03-04,Melrose South-Mott Haven North,2007100.0,SE,"(40.82233792, -73.90942748)",2018
1518,LINK-000798,Queens,40.703895,-73.799018,Live,2016-09-23,2016-08-18,Jamaica,4044601.0,NE,"(40.70389528, -73.79901751)",2016
1519,LINK-000679,Manhattan,40.755088,-73.973276,Live,2019-01-31,2018-08-07,Turtle Bay-East Midtown,1009200.0,SE,"(40.7550884, -73.97327607)",2018
1520,LINK-012486,Manhattan,40.757174,-73.963906,Live,2018-05-02,2017-10-20,Turtle Bay-East Midtown,1010800.0,NW,"(40.75717377, -73.96390551)",2017
1521,LINK-001499,Manhattan,40.792887,-73.973447,Live,2017-10-06,2017-08-13,Upper West Side,1017900.0,NW,"(40.79288708, -73.97344682033187)",2017
1522,LINK-012802,Manhattan,40.742301,-73.99683,Live,2018-05-08,2018-03-03,Hudson Yards-Chelsea-Flatiron-Union Square,1008700.0,NE,"(40.74230081, -73.99683036)",2018
1523,LINK-000226,Manhattan,40.733919,-73.986881,Live,2017-05-31,2017-04-29,Gramercy,1005000.0,SW,"(40.73391885, -73.98688143)",2017
1524,LINK-011709,Bronx,40.813575,-73.919491,Live,2018-04-20,2018-03-04,Mott Haven-Port Morris,2004300.0,NE,"(40.81357503, -73.91949122)",2018
1525,LINK-010703,Manhattan,40.756264,-73.964182,Live,2020-11-09,2018-04-18,Turtle Bay-East Midtown,1008603.0,SE,"(40.7562636, -73.96418188)",2018
1526,LINK-018375,Manhattan,40.791898,-73.944596,Live,2018-05-17,2018-02-04,East Harlem South,1017200.0,MIDBLOCK,"(40.79189835, -73.9445962)",2018
1527,LINK-001006,Bronx,40.819886,-73.926847,Live,2016-07-15,2016-06-09,West Concourse,2006300.0,SW,"(40.819886, -73.926847)",2016
1528,LINK-019366,Brooklyn,40.677504,-73.949697,Live,2017-05-08,2017-03-24,Crown Heights North,3031500.0,SE,"(40.677504, -73.94969703)",2017
1529,LINK-000955,Manhattan,40.780993,-73.981523,Live,2016-05-12,2016-04-06,Upper West Side,1016300.0,SW,"(40.78099279, -73.98152267)",2016
1530,LINK-002066,Manhattan,40.829424,-73.948046,Live,2018-03-13,2017-10-28,Hamilton Heights,1023300.0,SE,"(40.829424, -73.948046)",2017
1531,LINK-000549,Manhattan,40.764338,-73.984767,Live,2016-04-27,2016-04-16,Clinton,1013300.0,NW,"(40.764338, -73.984767)",2016
1532,LINK-018099,Brooklyn,40.676714,-73.955858,Live,2018-01-22,2017-11-03,Crown Heights North,3030500.0,SW,"(40.676714, -73.955858)",2017
1534,LINK-002064,Manhattan,40.828542,-73.949132,Live,2016-08-03,2016-07-20,Hamilton Heights,1023300.0,NW,"(40.82854185, -73.94913226)",2016
1535,LINK-002345,Brooklyn,40.678654,-73.916507,Live,2017-02-24,2016-11-11,Stuyvesant Heights,3037900.0,NW,"(40.678654, -73.916507)",2016
1536,LINK-012458,Manhattan,40.740894,-73.978561,Live,2019-01-23,2018-04-23,Murray Hill-Kips Bay,1006600.0,SE,"(40.740894, -73.978561)",2018
1538,LINK-000218,Manhattan,40.742803,-74.00417,Live,2018-04-04,2018-02-04,Hudson Yards-Chelsea-Flatiron-Union Square,1008300.0,SW,"(40.74280314, -74.00416971)",2018
1539,LINK-004661,Manhattan,40.827117,-73.949738,Live,2016-12-14,2016-11-02,Hamilton Heights,1023300.0,NE,"(40.827117, -73.949738)",2016
1540,LINK-000726,Manhattan,40.752335,-73.979738,Live,2017-05-04,2017-02-11,Murray Hill-Kips Bay,1008200.0,NW,"(40.75233526, -73.97973824)",2017
1541,LINK-001612,Manhattan,40.805472,-73.965526,Live,2016-06-29,2016-06-11,Morningside Heights,1019900.0,NE,"(40.80547204, -73.9655261)",2016
1542,LINK-014096,Manhattan,40.756944,-73.96407,Live,2018-03-08,2017-10-20,Turtle Bay-East Midtown,1010800.0,NW,"(40.75694399, -73.96407038)",2017
1543,LINK-002677,Manhattan,40.718033,-74.001016,Live,2016-09-06,2016-08-11,SoHo-TriBeCa-Civic Center-Little Italy,1003100.0,NW,"(40.7180331, -74.00101556)",2016
1544,LINK-014333,Queens,40.69145,-73.866734,Live,2017-07-21,2017-06-03,Woodhaven,4000200.0,MIDBLOCK,"(40.69145, -73.866734)",2017
1545,LINK-021901,Manhattan,40.768423,-73.961381,Live,2018-03-06,2017-11-04,Lenox Hill-Roosevelt Island,1012600.0,NE,"(40.76842289, -73.96138086)",2017
1546,LINK-000785,Queens,40.703352,-73.799923,Live,2016-09-23,2016-08-18,Jamaica,4044601.0,SE,"(40.703352, -73.799923)",2016
1547,LINK-021227,Brooklyn,40.719067,-73.962765,Live,2018-04-12,2017-12-08,North Side-South Side,3055500.0,SE,"(40.71906736, -73.96276535)",2017
1548,LINK-006143,Brooklyn,40.690594,-73.987998,Live,2017-05-03,2017-02-24,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3003700.0,NW,"(40.69059444, -73.9879984)",2017
1549,LINK-000686,Manhattan,40.757793,-73.971703,Live,2017-04-10,2017-01-28,Turtle Bay-East Midtown,1010000.0,SW,"(40.75779319, -73.97170313)",2017
1550,LINK-011040,Manhattan,40.829002,-73.937279,Live,2020-11-06,2018-06-05,Central Harlem North-Polo Grounds,1023600.0,SE,"(40.82900248, -73.93727923)",2018
1551,LINK-000056,Brooklyn,40.687649,-73.980424,Live,2017-07-26,2016-11-13,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3003700.0,NW,"(40.68764898, -73.98042355)",2016
1552,LINK-011130,Manhattan,40.764786,-73.99159,Live,2017-11-02,2017-09-23,Clinton,1013300.0,NE,"(40.76478628, -73.99158984)",2017
1553,LINK-021381,Queens,40.691734,-73.865015,Live,2017-09-25,2017-07-15,Woodhaven,4000200.0,NW,"(40.69173379, -73.86501478)",2017
1554,LINK-011207,Queens,40.748708,-73.874393,Live,2017-10-11,2017-08-31,Jackson Heights,4027500.0,NE,"(40.74870842, -73.87439289)",2017
1555,LINK-018157,Queens,40.742546,-73.915342,Live,2017-03-20,2017-02-25,Hunters Point-Sunnyside-West Maspeth,4023500.0,SW,"(40.74254629, -73.91534245)",2017
1556,LINK-000789,Queens,40.705847,-73.793654,Live,2016-09-23,2016-08-18,Jamaica,4044400.0,SE,"(40.70584719, -73.79365361)",2016
1557,LINK-010208,Bronx,40.80891,-73.922209,Live,2018-07-16,2018-04-19,Mott Haven-Port Morris,2003900.0,MIDBLOCK,"(40.80890966, -73.92220947)",2018
1559,LINK-001152,Queens,40.742912,-73.91854,Live,2017-02-02,2016-11-05,Hunters Point-Sunnyside-West Maspeth,4023500.0,SE,"(40.742912, -73.91854)",2016
1560,LINK-008693,Manhattan,40.745578,-73.991002,Live,2017-11-02,2017-09-10,Midtown-Midtown South,1009500.0,NW,"(40.74557814, -73.99100163)",2017
1561,LINK-000351,Manhattan,40.758377,-73.968759,Live,2016-03-18,2016-02-28,Turtle Bay-East Midtown,1010800.0,NE,"(40.75837712, -73.9687589)",2016
1562,LINK-001125,Queens,40.719293,-73.839741,Live,2016-07-29,2016-07-20,Forest Hills,4076901.0,SE,"(40.719293, -73.839741)",2016
1563,LINK-000257,Manhattan,40.736426,-73.98475,Live,2016-02-01,2016-01-29,Gramercy,1006400.0,NE,"(40.73642647, -73.98474973)",2016
1564,LINK-021068,Queens,40.747793,-73.950086,Live,2018-07-11,2018-01-17,Hunters Point-Sunnyside-West Maspeth,4000700.0,SW,"(40.747793, -73.950086)",2018
1565,LINK-000518,Manhattan,40.754666,-73.991816,Live,2016-05-12,2016-04-30,Hudson Yards-Chelsea-Flatiron-Union Square,1011100.0,SW,"(40.75466587, -73.99181602)",2016
1566,LINK-002069,Manhattan,40.829809,-73.948201,Live,2018-04-25,2018-02-25,Hamilton Heights,1023700.0,NW,"(40.829809, -73.948201)",2018
1567,LINK-013976,Manhattan,40.744815,-73.994986,Live,2018-07-06,2018-04-07,Hudson Yards-Chelsea-Flatiron-Union Square,1009100.0,NE,"(40.744815, -73.994986)",2018
1568,LINK-010697,Manhattan,40.779561,-73.959954,Live,2020-11-24,2018-04-10,Upper East Side-Carnegie Hill,1014200.0,SW,"(40.77956091, -73.9599541)",2018
1569,LINK-000852,Manhattan,40.772477,-73.958767,Live,2016-03-24,2016-03-05,Upper East Side-Carnegie Hill,1012800.0,NW,"(40.7724771, -73.95876684)",2016
1570,LINK-021150,Brooklyn,40.723014,-73.953234,Live,2018-04-10,2017-11-22,Greenpoint,3056900.0,MIDBLOCK,"(40.7230135, -73.95323355)",2017
1571,LINK-012647,Manhattan,40.764624,-73.991967,Live,2018-04-30,2017-09-23,Clinton,1012900.0,SW,"(40.76462448, -73.99196653)",2017
1572,LINK-020239,Manhattan,40.756945,-73.971614,Live,2017-10-20,2017-07-18,Turtle Bay-East Midtown,1010000.0,MIDBLOCK,"(40.75694469, -73.971614)",2017
1573,LINK-008211,Manhattan,40.748482,-73.996012,Live,2016-12-14,2016-09-22,Midtown-Midtown South,1009500.0,NE,"(40.748482, -73.996012)",2016
1574,LINK-014405,Queens,40.746672,-73.892532,Live,2017-08-24,2017-07-08,Elmhurst-Maspeth,4026500.0,SW,"(40.74667176, -73.89253173)",2017
1575,LINK-000712,Manhattan,40.749982,-73.981236,Live,2017-07-12,2017-05-26,Murray Hill-Kips Bay,1008200.0,SE,"(40.74998234, -73.98123607)",2017
1576,LINK-010999,Queens,40.694697,-73.847844,Live,2017-09-25,2017-08-19,Woodhaven,4003000.0,SW,"(40.69469686, -73.8478444)",2017
1577,LINK-001130,Queens,40.726082,-73.852197,Live,2017-08-16,2016-11-05,Forest Hills,4071305.0,SW,"(40.726082, -73.852197)",2016
1579,LINK-004816,Manhattan,40.809965,-73.958889,Live,2016-09-28,2016-07-30,Morningside Heights,1020300.0,SW,"(40.809965, -73.958889)",2016
1580,LINK-018109,Brooklyn,40.680273,-73.946155,Live,2017-07-28,2017-03-24,Bedford,3026900.0,NE,"(40.68027266, -73.94615493)",2017
1581,LINK-013525,Queens,40.769707,-73.916673,Live,2018-06-12,2018-03-09,Astoria,4006501.0,SE,"(40.76970698, -73.91667316)",2018
1582,LINK-012375,Manhattan,40.763218,-73.959202,Live,2018-03-06,2017-10-17,Lenox Hill-Roosevelt Island,1011600.0,SE,"(40.76321777, -73.95920163)",2017
1583,LINK-003477,Manhattan,40.793867,-73.970376,Live,2020-11-24,2018-03-23,Upper West Side,1018100.0,SE,"(40.793867, -73.970376)",2018
1584,LINK-000134,Manhattan,40.748139,-73.988101,Live,2017-04-10,2016-11-12,Midtown-Midtown South,1007600.0,NE,"(40.74813894, -73.9881009)",2016
1585,LINK-011227,Manhattan,40.817821,-73.942075,Live,2018-02-28,2017-08-13,Central Harlem North-Polo Grounds,1023000.0,SW,"(40.81782145, -73.94207451)",2017
1586,LINK-011094,Manhattan,40.766952,-73.956465,Live,2018-03-06,2017-12-07,Lenox Hill-Roosevelt Island,1012400.0,SE,"(40.76695173, -73.95646462)",2017
1588,LINK-018082,Brooklyn,40.652457,-73.959115,Live,2017-04-05,2017-03-03,Prospect Lefferts Gardens-Wingate,3079602.0,NE,"(40.65245679, -73.95911529)",2017
1589,LINK-012573,Manhattan,40.740233,-73.979048,Live,2017-11-15,2017-09-26,Murray Hill-Kips Bay,1006600.0,SE,"(40.74023291, -73.97904816)",2017
1590,LINK-000978,Manhattan,40.785021,-73.978807,Live,2016-05-23,2016-04-22,Upper West Side,1016700.0,SE,"(40.78502125, -73.97880715)",2016
1591,LINK-013381,Manhattan,40.811325,-73.952053,Live,2016-12-20,2016-10-29,Central Harlem South,1025700.0,SE,"(40.811325, -73.952053)",2016
1592,LINK-021686,Brooklyn,40.682268,-73.967753,Live,2018-06-12,2017-07-15,Clinton Hill,3019900.0,NW,"(40.68226753, -73.96775318)",2017
1593,LINK-000340,Manhattan,40.756911,-73.969816,Live,2016-03-28,2016-03-18,Turtle Bay-East Midtown,1009800.0,SE,"(40.75691135, -73.96981621)",2016
1594,LINK-008215,Manhattan,40.73116,-73.994079,Live,2018-08-01,2017-11-04,West Village,1005900.0,SE,"(40.73116016, -73.99407922)",2017
1595,LINK-020768,Brooklyn,40.719511,-73.946853,Live,2017-08-15,2017-06-30,Greenpoint,3049900.0,SE,"(40.719511, -73.946853)",2017
1596,LINK-020496,Bronx,40.807756,-73.919006,Live,2018-05-21,2018-03-19,Mott Haven-Port Morris,2003900.0,NE,"(40.80775593, -73.91900611)",2018
1597,LINK-000564,Manhattan,40.760283,-73.987313,Live,2017-10-02,2017-07-29,Midtown-Midtown South,1012500.0,SE,"(40.760283, -73.987313)",2017
1598,LINK-021332,Queens,40.762278,-73.911717,Live,2017-10-23,2017-09-16,Astoria,4015100.0,SE,"(40.76227762, -73.91171708)",2017
1599,LINK-013161,Manhattan,40.818505,-73.941152,Live,2017-09-12,2017-07-19,Central Harlem North-Polo Grounds,1023000.0,NE,"(40.818505, -73.941152)",2017
1600,LINK-010161,Manhattan,40.759379,-73.984637,Live,2018-03-08,2017-11-22,Midtown-Midtown South,1012500.0,NW,"(40.75937884, -73.98463666)",2017
1601,LINK-012517,Manhattan,40.775443,-73.982367,Live,2017-10-06,2017-06-17,Lincoln Square,1015300.0,NW,"(40.77544328, -73.98236687)",2017
1602,LINK-010617,Manhattan,40.751969,-74.004912,Live,2017-06-27,2017-05-26,Hudson Yards-Chelsea-Flatiron-Union Square,1009900.0,SW,"(40.75196913, -74.00491217)",2017
1603,LINK-010265,Manhattan,40.849698,-73.933322,Live,2018-02-16,2017-12-05,Washington Heights North,1026900.0,SE,"(40.84969774, -73.93332247)",2017
1604,LINK-007635,Manhattan,40.754138,-73.968836,Live,2018-02-16,2017-11-04,Turtle Bay-East Midtown,1009000.0,SE,"(40.754138, -73.968836)",2017
1605,LINK-000995,Manhattan,40.786896,-73.977483,Live,2016-05-04,2016-04-22,Upper West Side,1017100.0,SE,"(40.78689604, -73.97748309)",2016
1606,LINK-002533,Brooklyn,40.686961,-73.976371,Live,2017-01-09,2016-11-11,Fort Greene,3003500.0,SE,"(40.68696059, -73.97637079)",2016
1607,LINK-000493,Manhattan,40.747377,-73.997127,Live,2016-05-12,2016-04-26,Hudson Yards-Chelsea-Flatiron-Union Square,1009700.0,NW,"(40.74737717, -73.99712687)",2016
1608,LINK-018097,Brooklyn,40.675745,-73.956212,Live,2018-03-12,2017-11-10,Crown Heights North,3030500.0,NW,"(40.67574507, -73.95621158)",2017
1609,LINK-005725,Brooklyn,40.677589,-73.973062,Live,2018-04-24,2017-06-11,Prospect Heights,3016100.0,SE,"(40.67758878, -73.9730618)",2017
1610,LINK-001540,Manhattan,40.796138,-73.970931,Live,2017-06-29,2017-05-09,Upper West Side,1018700.0,NW,"(40.796138, -73.970931)",2017
1611,LINK-003313,Manhattan,40.760527,-73.983538,Live,2017-05-31,2017-04-15,Midtown-Midtown South,1012500.0,NE,"(40.76052662, -73.9835375)",2017
1612,LINK-000468,Manhattan,40.74475,-73.998736,Live,2016-04-07,2016-03-16,Hudson Yards-Chelsea-Flatiron-Union Square,1009100.0,NE,"(40.74475, -73.998736)",2016
1613,LINK-003358,Manhattan,40.764875,-73.980731,Live,2016-11-11,2016-10-15,Midtown-Midtown South,1013700.0,SW,"(40.76487454, -73.98073089)",2016
1615,LINK-013872,Manhattan,40.749153,-73.991801,Live,2017-02-07,2016-11-12,Midtown-Midtown South,1010100.0,SE,"(40.74915253, -73.99180123)",2016
1616,LINK-000560,Manhattan,40.760563,-73.987515,Live,2016-04-15,2016-03-06,Clinton,1012700.0,NW,"(40.76056304, -73.98751478)",2016
1617,LINK-003236,Manhattan,40.728158,-73.988125,Live,2016-12-12,2016-11-12,East Village,1003800.0,NW,"(40.72815774, -73.98812504)",2016
1618,LINK-014293,Manhattan,40.724338,-74.002022,Live,2019-03-28,2018-08-07,SoHo-TriBeCa-Civic Center-Little Italy,1004700.0,SE,"(40.72433792, -74.00202234)",2018
1619,LINK-001147,Queens,40.738208,-73.886253,Live,2017-03-20,2016-11-19,Elmhurst-Maspeth,4047900.0,SE,"(40.738208, -73.886253)",2016
1620,LINK-001473,Queens,40.755835,-73.881778,Live,2018-06-28,2018-04-28,Jackson Heights,4028100.0,SW,"(40.755835, -73.881778)",2018
1621,LINK-000566,Manhattan,40.760895,-73.986836,Live,2016-04-06,2016-03-12,Midtown-Midtown South,1012500.0,SE,"(40.760895, -73.986836)",2016
1622,LINK-010258,Manhattan,40.849854,-73.933473,Live,2018-02-20,2017-12-05,Washington Heights North,1027100.0,SW,"(40.84985449, -73.93347331)",2017
1623,LINK-019897,Queens,40.739332,-73.87813,Live,2017-09-07,2017-08-05,Elmhurst-Maspeth,4048500.0,NW,"(40.73933161, -73.87812993)",2017
1624,LINK-021136,Brooklyn,40.71308,-73.951285,Live,2018-02-14,2017-12-02,North Side-South Side,3051300.0,SE,"(40.71307988, -73.95128474)",2017
1625,LINK-021013,Queens,40.770747,-73.920354,Live,2018-06-28,2018-05-19,Old Astoria,4006900.0,MIDBLOCK,"(40.77074708, -73.92035427)",2018
1626,LINK-000308,Manhattan,40.748733,-73.975363,Live,2016-07-01,2016-05-14,Turtle Bay-East Midtown,1008800.0,NE,"(40.7487328, -73.97536339)",2016
1627,LINK-000652,Manhattan,40.745824,-73.980035,Live,2018-05-31,2018-04-07,Murray Hill-Kips Bay,1007200.0,NE,"(40.74582381, -73.98003507)",2018
1628,LINK-000971,Manhattan,40.78392,-73.979708,Live,2016-09-30,2016-09-08,Upper West Side,1016700.0,NE,"(40.78392, -73.979708)",2016
1629,LINK-000077,Bronx,40.862855,-73.904547,Live,2017-03-30,2017-02-18,Kingsbridge Heights,2026300.0,NE,"(40.86285548, -73.90454701)",2017
1630,LINK-000008,Brooklyn,40.698876,-73.938447,Live,2018-07-27,2018-04-10,Bushwick South,3038900.0,MIDBLOCK,"(40.69887623, -73.93844701)",2018
1631,LINK-011100,Manhattan,40.846623,-73.935833,Live,2018-02-07,2017-12-06,Washington Heights South,1026300.0,SW,"(40.84662333, -73.93583333)",2017
1632,LINK-006860,Queens,40.741882,-73.95448,Live,2017-03-22,2017-03-04,Hunters Point-Sunnyside-West Maspeth,4000700.0,SW,"(40.74188244, -73.95447974)",2017
1633,LINK-000758,Manhattan,40.762467,-73.972358,Live,2017-06-07,2017-04-30,Midtown-Midtown South,1011202.0,NW,"(40.76246695, -73.97235756)",2017
1634,LINK-003872,Manhattan,40.797178,-73.968223,Live,2016-10-10,2016-07-30,Upper West Side,1018700.0,SW,"(40.79717824, -73.96822346)",2016
1635,LINK-000893,Manhattan,40.787309,-73.947944,Live,2016-04-27,2016-04-16,East Harlem South,1016600.0,NW,"(40.787309, -73.947944)",2016
1636,LINK-000946,Manhattan,40.779096,-73.982054,Live,2016-05-16,2016-04-22,Lincoln Square,1015900.0,NW,"(40.77909594, -73.98205439)",2016
1637,LINK-018384,Staten Island,40.573466,-74.106917,Live,2017-02-28,2017-02-19,New Dorp-Midland Beach,5012200.0,NW,"(40.57346599, -74.10691685)",2017
1638,LINK-005414,Staten Island,40.578802,-74.101669,Live,2017-05-25,2017-04-10,New Dorp-Midland Beach,5011402.0,NW,"(40.578802, -74.101669)",2017
1639,LINK-000901,Manhattan,40.792394,-73.94423,Live,2016-03-22,2016-03-05,East Harlem South,1017200.0,NW,"(40.79239362, -73.94423011)",2016
1640,LINK-012735,Manhattan,40.74534,-73.982768,Live,2018-10-12,2018-03-10,Midtown-Midtown South,1007400.0,NW,"(40.74533995, -73.98276825)",2018
1641,LINK-003478,Manhattan,40.793962,-73.970571,Live,2017-08-07,2017-06-27,Upper West Side,1018300.0,SW,"(40.79396219, -73.97057117)",2017
1642,LINK-000005,Brooklyn,40.70506,-73.942918,Live,2017-05-23,2017-04-28,East Williamsburg,3049100.0,SW,"(40.70506042, -73.94291758)",2017
1643,LINK-000238,Manhattan,40.734031,-73.986488,Live,2018-04-04,2017-04-29,Gramercy,1004800.0,NE,"(40.734031, -73.986488)",2017
1644,LINK-000508,Manhattan,40.752949,-73.992762,Live,2016-05-12,2016-04-26,Midtown-Midtown South,1010900.0,NE,"(40.752949, -73.992762)",2016
1645,LINK-000214,Manhattan,40.73804,-73.992377,Live,2018-02-20,2017-02-11,Hudson Yards-Chelsea-Flatiron-Union Square,1005400.0,NW,"(40.73803969, -73.9923767)",2017
1646,LINK-014399,Manhattan,40.802607,-73.956796,Live,2016-10-20,2016-09-24,Central Harlem South,1019702.0,NW,"(40.80260688, -73.95679626)",2016
1648,LINK-021014,Queens,40.771055,-73.921496,Live,2018-06-28,2018-05-19,Old Astoria,4006900.0,NW,"(40.7710546, -73.92149601)",2018
1649,LINK-005220,Manhattan,40.824646,-73.947909,Live,2018-05-11,2017-11-22,Hamilton Heights,1022700.0,NE,"(40.824646, -73.947909)",2017
1650,LINK-001750,Staten Island,40.577771,-74.10231,Live,2017-02-22,2017-01-31,New Dorp-Midland Beach,5011202.0,SE,"(40.577771, -74.10231)",2017
1652,LINK-003247,Manhattan,40.720596,-73.994075,Live,2016-08-19,2016-07-12,SoHo-TriBeCa-Civic Center-Little Italy,1004100.0,NW,"(40.72059636, -73.99407509)",2016
1653,LINK-001080,Brooklyn,40.658911,-73.960426,Live,2018-05-11,2018-02-27,Prospect Lefferts Gardens-Wingate,3079801.0,NE,"(40.658911, -73.960426)",2018
1654,LINK-010797,Manhattan,40.792703,-73.971487,Live,2016-12-20,2016-11-02,Upper West Side,1017900.0,SW,"(40.79270287, -73.97148731)",2016
1655,LINK-000957,Manhattan,40.781474,-73.980961,Live,2016-05-26,2016-04-06,Upper West Side,1016300.0,SE,"(40.781474, -73.980961)",2016
1656,LINK-010440,Queens,40.695225,-73.845226,Live,2017-07-07,2017-05-20,Richmond Hill,4002600.0,NE,"(40.695225, -73.845226)",2017
1657,LINK-012805,Manhattan,40.763891,-73.962087,Live,2018-04-11,2018-01-27,Lenox Hill-Roosevelt Island,1011800.0,NW,"(40.76389092, -73.96208669)",2018
1658,LINK-014561,Queens,40.766894,-73.921546,Live,2017-06-26,2017-05-06,Astoria,4006300.0,SW,"(40.7668938, -73.92154563)",2017
1659,LINK-013234,Manhattan,40.808793,-73.948125,Live,2017-01-09,2016-11-14,Central Harlem South,1022200.0,SE,"(40.80879309, -73.94812464)",2016
